policy,cycle,latency_ms,tier
fixed_t1,7275,9.084718,1
fixed_t1,7276,11.281167,1
fixed_t1,7277,8.287940,1
fixed_t1,7278,14.871021,1
fixed_t1,7279,14.155325,1
fixed_t1,7280,9.800872,1
fixed_t1,7281,10.448434,1
fixed_t1,7282,19.197868,1
fixed_t1,7283,6.529785,1
fixed_t1,7284,15.637610,1
fixed_t1,7285,7.070064,1
fixed_t1,7286,9.244536,1
fixed_t1,7287,5.370957,1
fixed_t1,7288,3.560309,1
fixed_t1,7289,14.023700,1
fixed_t1,7290,14.629115,1
fixed_t1,7291,14.771177,1
fixed_t1,7292,11.733157,1
fixed_t1,7293,9.819936,1
fixed_t1,7294,5.704449,1
fixed_t1,7295,8.778966,1
fixed_t1,7296,9.208230,1
fixed_t1,7297,10.006850,1
fixed_t1,7298,4.350730,1
fixed_t1,7299,5.726404,1
fixed_t1,7300,8.361848,1
fixed_t1,7301,12.680304,1
fixed_t1,7302,6.983301,1
fixed_t1,7303,4.527010,1
fixed_t1,7304,15.179386,1
fixed_t1,7305,7.820998,1
fixed_t1,7306,5.063783,1
fixed_t1,7307,14.329958,1
fixed_t1,7308,3.744700,1
fixed_t1,7309,5.951990,1
fixed_t1,7310,8.931389,1
fixed_t1,7311,8.184086,1
fixed_t1,7312,3.978138,1
fixed_t1,7313,5.103167,1
fixed_t1,7314,10.480071,1
fixed_t1,7315,9.241771,1
fixed_t1,7316,5.718675,1
fixed_t1,7317,8.641036,1
fixed_t1,7318,7.626487,1
fixed_t1,7319,9.318628,1
fixed_t1,7320,7.078403,1
fixed_t1,7321,7.963177,1
fixed_t1,7322,17.240214,1
fixed_t1,7323,3.992665,1
fixed_t1,7324,4.131018,1
fixed_t1,7325,4.508406,1
fixed_t1,7326,3.027351,1
fixed_t1,7327,3.738183,1
fixed_t1,7328,5.541995,1
fixed_t1,7329,7.862456,1
fixed_t1,7330,8.702214,1
fixed_t1,7331,8.753830,1
fixed_t1,7332,5.262188,1
fixed_t1,7333,7.069553,1
fixed_t1,7334,5.747510,1
fixed_t1,7335,9.935915,1
fixed_t1,7336,12.434980,1
fixed_t1,7337,5.340933,1
fixed_t1,7338,7.375524,1
fixed_t1,7339,7.345984,1
fixed_t1,7340,4.197515,1
fixed_t1,7341,13.009820,1
fixed_t1,7342,6.268920,1
fixed_t1,7343,6.998190,1
fixed_t1,7344,7.059168,1
fixed_t1,7345,7.293961,1
fixed_t1,7346,14.505472,1
fixed_t1,7347,22.407451,1
fixed_t1,7348,2.299890,1
fixed_t1,7349,11.602018,1
fixed_t1,7350,7.864210,1
fixed_t1,7351,8.036542,1
fixed_t1,7352,11.441821,1
fixed_t1,7353,12.560502,1
fixed_t1,7354,6.559072,1
fixed_t1,7355,8.204870,1
fixed_t1,7356,8.241402,1
fixed_t1,7357,4.338719,1
fixed_t1,7358,9.739700,1
fixed_t1,7359,16.246658,1
fixed_t1,7360,5.886281,1
fixed_t1,7361,5.581099,1
fixed_t1,7362,5.757926,1
fixed_t1,7363,7.976763,1
fixed_t1,7364,5.359026,1
fixed_t1,7365,7.328653,1
fixed_t1,7366,13.960196,1
fixed_t1,7367,10.826555,1
fixed_t1,7368,7.132918,1
fixed_t1,7369,9.571164,1
fixed_t1,7370,9.152338,1
fixed_t1,7371,6.975254,1
fixed_t1,7372,5.105763,1
fixed_t1,7373,5.585140,1
fixed_t1,7374,12.418506,1
fixed_t1,7375,12.754869,1
fixed_t1,7376,10.130276,1
fixed_t1,7377,10.338262,1
fixed_t1,7378,3.271584,1
fixed_t1,7379,11.412962,1
fixed_t1,7380,9.369337,1
fixed_t1,7381,7.125508,1
fixed_t1,7382,5.179810,1
fixed_t1,7383,10.783269,1
fixed_t1,7384,9.846323,1
fixed_t1,7385,9.046850,1
fixed_t1,7386,8.135776,1
fixed_t1,7387,12.610538,1
fixed_t1,7388,6.234290,1
fixed_t1,7389,5.707467,1
fixed_t1,7390,9.443175,1
fixed_t1,7391,6.634459,1
fixed_t1,7392,8.651671,1
fixed_t1,7393,7.286885,1
fixed_t1,7394,5.309042,1
fixed_t1,7395,5.513762,1
fixed_t1,7396,20.707731,1
fixed_t1,7397,11.224515,1
fixed_t1,7398,8.839649,1
fixed_t1,7399,3.760600,1
fixed_t1,7400,7.675575,1
fixed_t1,7401,5.780491,1
fixed_t1,7402,7.687773,1
fixed_t1,7403,8.220948,1
fixed_t1,7404,7.177423,1
fixed_t1,7405,3.399254,1
fixed_t1,7406,5.693458,1
fixed_t1,7407,6.353895,1
fixed_t1,7408,6.355145,1
fixed_t1,7409,21.011419,1
fixed_t1,7410,20.052715,1
fixed_t1,7411,11.434646,1
fixed_t1,7412,13.259477,1
fixed_t1,7413,8.581328,1
fixed_t1,7414,5.739323,1
fixed_t1,7415,10.604368,1
fixed_t1,7416,10.938127,1
fixed_t1,7417,6.239800,1
fixed_t1,7418,21.217402,1
fixed_t1,7419,8.587169,1
fixed_t1,7420,7.370090,1
fixed_t1,7421,12.896862,1
fixed_t1,7422,7.075055,1
fixed_t1,7423,10.840231,1
fixed_t1,7424,8.196006,1
fixed_t1,7425,5.790250,1
fixed_t1,7426,5.426200,1
fixed_t1,7427,11.572922,1
fixed_t1,7428,8.992071,1
fixed_t1,7429,8.045729,1
fixed_t1,7430,3.868228,1
fixed_t1,7431,11.009495,1
fixed_t1,7432,9.091735,1
fixed_t1,7433,6.448641,1
fixed_t1,7434,3.203589,1
fixed_t1,7435,7.224633,1
fixed_t1,7436,5.935213,1
fixed_t1,7437,11.693977,1
fixed_t1,7438,7.062007,1
fixed_t1,7439,5.399690,1
fixed_t1,7440,9.024491,1
fixed_t1,7441,16.547246,1
fixed_t1,7442,12.606611,1
fixed_t1,7443,7.290894,1
fixed_t1,7444,15.866468,1
fixed_t1,7445,7.891302,1
fixed_t1,7446,6.917712,1
fixed_t1,7447,15.689433,1
fixed_t1,7448,7.009270,1
fixed_t1,7449,6.441392,1
fixed_t1,7450,11.353576,1
fixed_t1,7451,6.528115,1
fixed_t1,7452,4.487643,1
fixed_t1,7453,8.822220,1
fixed_t1,7454,5.052272,1
fixed_t1,7455,7.939688,1
fixed_t1,7456,6.849542,1
fixed_t1,7457,14.190193,1
fixed_t1,7458,9.725741,1
fixed_t1,7459,7.548129,1
fixed_t1,7460,11.748677,1
fixed_t1,7461,8.784641,1
fixed_t1,7462,8.003592,1
fixed_t1,7463,6.889192,1
fixed_t1,7464,8.074683,1
fixed_t1,7465,11.580992,1
fixed_t1,7466,6.438457,1
fixed_t1,7467,5.009197,1
fixed_t1,7468,8.421355,1
fixed_t1,7469,5.494945,1
fixed_t1,7470,7.674127,1
fixed_t1,7471,6.441836,1
fixed_t1,7472,5.252747,1
fixed_t1,7473,19.160454,1
fixed_t1,7474,15.399823,1
fixed_t1,7475,7.789168,1
fixed_t1,7476,10.196010,1
fixed_t1,7477,8.887774,1
fixed_t1,7478,12.483980,1
fixed_t1,7479,5.962260,1
fixed_t1,7480,6.194724,1
fixed_t1,7481,10.469555,1
fixed_t1,7482,8.510180,1
fixed_t1,7483,8.045693,1
fixed_t1,7484,8.032247,1
fixed_t1,7485,9.721411,1
fixed_t1,7486,11.798750,1
fixed_t1,7487,9.292007,1
fixed_t1,7488,7.617140,1
fixed_t1,7489,5.727897,1
fixed_t1,7490,7.126039,1
fixed_t1,7491,14.829277,1
fixed_t1,7492,3.686237,1
fixed_t1,7493,5.181673,1
fixed_t1,7494,6.832638,1
fixed_t1,7495,7.338525,1
fixed_t1,7496,10.875501,1
fixed_t1,7497,9.656291,1
fixed_t1,7498,12.228235,1
fixed_t1,7499,4.783884,1
fixed_t1,7500,9.579897,1
fixed_t1,7501,3.892849,1
fixed_t1,7502,9.351799,1
fixed_t1,7503,7.983023,1
fixed_t1,7504,5.691063,1
fixed_t1,7505,13.853037,1
fixed_t1,7506,11.334378,1
fixed_t1,7507,6.993451,1
fixed_t1,7508,10.338246,1
fixed_t1,7509,7.296167,1
fixed_t1,7510,6.272169,1
fixed_t1,7511,6.071686,1
fixed_t1,7512,10.636556,1
fixed_t1,7513,7.027094,1
fixed_t1,7514,5.413307,1
fixed_t1,7515,7.669724,1
fixed_t1,7516,7.795982,1
fixed_t1,7517,7.334433,1
fixed_t1,7518,14.021848,1
fixed_t1,7519,6.468013,1
fixed_t1,7520,8.667003,1
fixed_t1,7521,4.770843,1
fixed_t1,7522,9.787397,1
fixed_t1,7523,5.956930,1
fixed_t1,7524,7.896162,1
fixed_t1,7525,5.516061,1
fixed_t1,7526,14.831386,1
fixed_t1,7527,11.322298,1
fixed_t1,7528,6.617091,1
fixed_t1,7529,7.914052,1
fixed_t1,7530,5.980616,1
fixed_t1,7531,10.146601,1
fixed_t1,7532,7.808366,1
fixed_t1,7533,8.152155,1
fixed_t1,7534,8.651614,1
fixed_t1,7535,6.887023,1
fixed_t1,7536,5.318708,1
fixed_t1,7537,2.614865,1
fixed_t1,7538,11.929077,1
fixed_t1,7539,7.403266,1
fixed_t1,7540,10.104729,1
fixed_t1,7541,7.710642,1
fixed_t1,7542,15.365855,1
fixed_t1,7543,12.032872,1
fixed_t1,7544,7.349175,1
fixed_t1,7545,7.583735,1
fixed_t1,7546,13.816662,1
fixed_t1,7547,6.667508,1
fixed_t1,7548,8.382566,1
fixed_t1,7549,11.611985,1
fixed_t1,7550,6.969030,1
fixed_t1,7551,7.484218,1
fixed_t1,7552,10.918692,1
fixed_t1,7553,9.967326,1
fixed_t1,7554,8.863264,1
fixed_t1,7555,7.929141,1
fixed_t1,7556,7.111091,1
fixed_t1,7557,6.033344,1
fixed_t1,7558,12.495850,1
fixed_t1,7559,3.680795,1
fixed_t1,7560,11.642668,1
fixed_t1,7561,9.003016,1
fixed_t1,7562,12.075298,1
fixed_t1,7563,8.049831,1
fixed_t1,7564,6.973237,1
fixed_t1,7565,17.202475,1
fixed_t1,7566,6.847522,1
fixed_t1,7567,9.183725,1
fixed_t1,7568,11.755082,1
fixed_t1,7569,5.552258,1
fixed_t1,7570,10.094575,1
fixed_t1,7571,11.199921,1
fixed_t1,7572,12.659800,1
fixed_t1,7573,5.688146,1
fixed_t1,7574,11.370541,1
fixed_t1,7575,6.621207,1
fixed_t1,7576,11.588638,1
fixed_t1,7577,8.427667,1
fixed_t1,7578,6.347669,1
fixed_t1,7579,9.667282,1
fixed_t1,7580,8.444537,1
fixed_t1,7581,6.071199,1
fixed_t1,7582,10.378333,1
fixed_t1,7583,3.759239,1
fixed_t1,7584,8.292166,1
fixed_t1,7585,5.583607,1
fixed_t1,7586,5.800123,1
fixed_t1,7587,5.070802,1
fixed_t1,7588,4.999148,1
fixed_t1,7589,5.775714,1
fixed_t1,7590,6.026490,1
fixed_t1,7591,9.178431,1
fixed_t1,7592,16.779053,1
fixed_t1,7593,7.460377,1
fixed_t1,7594,8.552648,1
fixed_t1,7595,17.490325,1
fixed_t1,7596,6.797090,1
fixed_t1,7597,2.588517,1
fixed_t1,7598,5.813146,1
fixed_t1,7599,10.064590,1
fixed_t1,7600,18.854663,1
fixed_t1,7601,8.518533,1
fixed_t1,7602,7.007797,1
fixed_t1,7603,8.174446,1
fixed_t1,7604,6.312951,1
fixed_t1,7605,4.978338,1
fixed_t1,7606,10.355271,1
fixed_t1,7607,15.904828,1
fixed_t1,7608,3.622824,1
fixed_t1,7609,14.939588,1
fixed_t1,7610,7.183830,1
fixed_t1,7611,7.600554,1
fixed_t1,7612,7.793133,1
fixed_t1,7613,5.533333,1
fixed_t1,7614,6.958812,1
fixed_t1,7615,10.317895,1
fixed_t1,7616,9.777174,1
fixed_t1,7617,17.168656,1
fixed_t1,7618,7.559208,1
fixed_t1,7619,15.206500,1
fixed_t1,7620,5.941043,1
fixed_t1,7621,8.941103,1
fixed_t1,7622,3.674424,1
fixed_t1,7623,12.805083,1
fixed_t1,7624,6.598586,1
fixed_t1,7625,7.222408,1
fixed_t1,7626,10.120152,1
fixed_t1,7627,14.023116,1
fixed_t1,7628,11.258872,1
fixed_t1,7629,13.514611,1
fixed_t1,7630,8.665838,1
fixed_t1,7631,10.845528,1
fixed_t1,7632,5.768441,1
fixed_t1,7633,7.126761,1
fixed_t1,7634,3.050173,1
fixed_t1,7635,9.246187,1
fixed_t1,7636,6.063349,1
fixed_t1,7637,6.240140,1
fixed_t1,7638,8.586095,1
fixed_t1,7639,13.950186,1
fixed_t1,7640,6.098578,1
fixed_t1,7641,9.215254,1
fixed_t1,7642,13.142922,1
fixed_t1,7643,10.760661,1
fixed_t1,7644,12.994450,1
fixed_t1,7645,4.800243,1
fixed_t1,7646,12.127256,1
fixed_t1,7647,9.867933,1
fixed_t1,7648,10.622654,1
fixed_t1,7649,6.489858,1
fixed_t1,7650,4.228039,1
fixed_t1,7651,9.756421,1
fixed_t1,7652,7.802138,1
fixed_t1,7653,8.553927,1
fixed_t1,7654,14.974154,1
fixed_t1,7655,12.577352,1
fixed_t1,7656,4.308826,1
fixed_t1,7657,12.564744,1
fixed_t1,7658,7.749606,1
fixed_t1,7659,8.801570,1
fixed_t1,7660,19.233488,1
fixed_t1,7661,7.774577,1
fixed_t1,7662,8.669483,1
fixed_t1,7663,10.943336,1
fixed_t1,7664,13.067956,1
fixed_t1,7665,17.128782,1
fixed_t1,7666,5.256354,1
fixed_t1,7667,11.714117,1
fixed_t1,7668,8.426624,1
fixed_t1,7669,6.242649,1
fixed_t1,7670,7.537625,1
fixed_t1,7671,4.307483,1
fixed_t1,7672,10.009543,1
fixed_t1,7673,11.388930,1
fixed_t1,7674,9.060451,1
fixed_t1,7675,8.052521,1
fixed_t1,7676,5.965554,1
fixed_t1,7677,4.459832,1
fixed_t1,7678,9.146527,1
fixed_t1,7679,12.966317,1
fixed_t1,7680,8.208818,1
fixed_t1,7681,8.369760,1
fixed_t1,7682,7.706898,1
fixed_t1,7683,17.282066,1
fixed_t1,7684,5.815274,1
fixed_t1,7685,3.627714,1
fixed_t1,7686,8.130952,1
fixed_t1,7687,7.039583,1
fixed_t1,7688,8.107993,1
fixed_t1,7689,10.838604,1
fixed_t1,7690,5.382371,1
fixed_t1,7691,7.360334,1
fixed_t1,7692,6.844015,1
fixed_t1,7693,14.641727,1
fixed_t1,7694,6.578410,1
fixed_t1,7695,12.444923,1
fixed_t1,7696,12.293285,1
fixed_t1,7697,3.207998,1
fixed_t1,7698,4.061646,1
fixed_t1,7699,4.357913,1
fixed_t1,7700,12.794966,1
fixed_t1,7701,6.668998,1
fixed_t1,7702,14.253032,1
fixed_t1,7703,10.365227,1
fixed_t1,7704,8.688127,1
fixed_t1,7705,6.482949,1
fixed_t1,7706,8.751029,1
fixed_t1,7707,10.564160,1
fixed_t1,7708,11.990342,1
fixed_t1,7709,6.570487,1
fixed_t1,7710,8.113966,1
fixed_t1,7711,10.216469,1
fixed_t1,7712,10.162298,1
fixed_t1,7713,11.590588,1
fixed_t1,7714,9.527140,1
fixed_t1,7715,6.936969,1
fixed_t1,7716,2.647383,1
fixed_t1,7717,7.835280,1
fixed_t1,7718,10.821232,1
fixed_t1,7719,13.760239,1
fixed_t1,7720,10.598777,1
fixed_t1,7721,6.927906,1
fixed_t1,7722,6.443386,1
fixed_t1,7723,4.875107,1
fixed_t1,7724,4.156383,1
fixed_t1,7725,23.792362,1
fixed_t1,7726,7.164598,1
fixed_t1,7727,11.416927,1
fixed_t1,7728,9.490163,1
fixed_t1,7729,9.217948,1
fixed_t1,7730,11.898798,1
fixed_t1,7731,11.605554,1
fixed_t1,7732,6.066082,1
fixed_t1,7733,9.226518,1
fixed_t1,7734,2.697106,1
fixed_t1,7735,5.350466,1
fixed_t1,7736,6.837718,1
fixed_t1,7737,13.369734,1
fixed_t1,7738,4.458258,1
fixed_t1,7739,5.937775,1
fixed_t1,7740,7.313170,1
fixed_t1,7741,11.797933,1
fixed_t1,7742,11.540045,1
fixed_t1,7743,6.301087,1
fixed_t1,7744,7.194611,1
fixed_t1,7745,7.759058,1
fixed_t1,7746,6.738789,1
fixed_t1,7747,17.801325,1
fixed_t1,7748,7.615311,1
fixed_t1,7749,5.030178,1
fixed_t1,7750,5.008735,1
fixed_t1,7751,6.080246,1
fixed_t1,7752,11.709294,1
fixed_t1,7753,6.920571,1
fixed_t1,7754,8.747675,1
fixed_t1,7755,4.509890,1
fixed_t1,7756,12.689951,1
fixed_t1,7757,7.465893,1
fixed_t1,7758,9.273626,1
fixed_t1,7759,9.600199,1
fixed_t1,7760,5.770456,1
fixed_t1,7761,3.675346,1
fixed_t1,7762,4.981925,1
fixed_t1,7763,5.524633,1
fixed_t1,7764,3.179779,1
fixed_t1,7765,6.139748,1
fixed_t1,7766,20.841214,1
fixed_t1,7767,11.954981,1
fixed_t1,7768,2.526121,1
fixed_t1,7769,5.597922,1
fixed_t1,7770,5.742639,1
fixed_t1,7771,8.335295,1
fixed_t1,7772,8.288326,1
fixed_t1,7773,14.690322,1
fixed_t1,7774,10.172595,1
fixed_t1,7775,4.106621,1
fixed_t1,7776,8.132767,1
fixed_t1,7777,6.704046,1
fixed_t1,7778,5.400380,1
fixed_t1,7779,5.739820,1
fixed_t1,7780,25.626796,1
fixed_t1,7781,7.124986,1
fixed_t1,7782,14.881868,1
fixed_t1,7783,6.944855,1
fixed_t1,7784,7.173522,1
fixed_t1,7785,15.190390,1
fixed_t1,7786,16.355608,1
fixed_t1,7787,6.401300,1
fixed_t1,7788,12.290773,1
fixed_t1,7789,10.397354,1
fixed_t1,7790,6.372720,1
fixed_t1,7791,14.914113,1
fixed_t1,7792,11.615154,1
fixed_t1,7793,7.711251,1
fixed_t1,7794,6.672391,1
fixed_t1,7795,9.584808,1
fixed_t1,7796,9.381587,1
fixed_t1,7797,5.659922,1
fixed_t1,7798,9.665680,1
fixed_t1,7799,9.324838,1
fixed_t1,7800,7.748390,1
fixed_t1,7801,7.499127,1
fixed_t1,7802,3.620183,1
fixed_t1,7803,11.533311,1
fixed_t1,7804,4.737594,1
fixed_t1,7805,4.584451,1
fixed_t1,7806,8.679233,1
fixed_t1,7807,8.450986,1
fixed_t1,7808,5.801486,1
fixed_t1,7809,12.960345,1
fixed_t1,7810,12.981958,1
fixed_t1,7811,12.359109,1
fixed_t1,7812,7.540856,1
fixed_t1,7813,10.074301,1
fixed_t1,7814,8.190153,1
fixed_t1,7815,11.987258,1
fixed_t1,7816,13.707778,1
fixed_t1,7817,6.424740,1
fixed_t1,7818,11.589673,1
fixed_t1,7819,4.760299,1
fixed_t1,7820,8.677991,1
fixed_t1,7821,6.805124,1
fixed_t1,7822,9.455288,1
fixed_t1,7823,9.859211,1
fixed_t1,7824,5.470201,1
fixed_t1,7825,2.083480,1
fixed_t1,7826,4.130371,1
fixed_t1,7827,7.644296,1
fixed_t1,7828,6.882124,1
fixed_t1,7829,5.283590,1
fixed_t1,7830,8.308086,1
fixed_t1,7831,4.779196,1
fixed_t1,7832,4.737551,1
fixed_t1,7833,5.940892,1
fixed_t1,7834,16.182097,1
fixed_t1,7835,6.538037,1
fixed_t1,7836,14.495953,1
fixed_t1,7837,7.271118,1
fixed_t1,7838,8.181055,1
fixed_t1,7839,3.300115,1
fixed_t1,7840,21.424150,1
fixed_t1,7841,12.263034,1
fixed_t1,7842,19.298904,1
fixed_t1,7843,7.176513,1
fixed_t1,7844,17.234153,1
fixed_t1,7845,8.232694,1
fixed_t1,7846,9.128127,1
fixed_t1,7847,10.648118,1
fixed_t1,7848,15.084513,1
fixed_t1,7849,8.384198,1
fixed_t1,7850,8.529439,1
fixed_t1,7851,5.016443,1
fixed_t1,7852,10.970943,1
fixed_t1,7853,6.237139,1
fixed_t1,7854,4.846844,1
fixed_t1,7855,7.602211,1
fixed_t1,7856,9.491680,1
fixed_t1,7857,4.586401,1
fixed_t1,7858,8.766269,1
fixed_t1,7859,5.415498,1
fixed_t1,7860,3.810825,1
fixed_t1,7861,12.286510,1
fixed_t1,7862,11.532941,1
fixed_t1,7863,7.698285,1
fixed_t1,7864,7.606903,1
fixed_t1,7865,13.701419,1
fixed_t1,7866,4.441307,1
fixed_t1,7867,6.757369,1
fixed_t1,7868,6.191358,1
fixed_t1,7869,6.506040,1
fixed_t1,7870,11.554023,1
fixed_t1,7871,4.993470,1
fixed_t1,7872,12.140812,1
fixed_t1,7873,13.020370,1
fixed_t1,7874,8.495513,1
fixed_t1,7875,6.294815,1
fixed_t1,7876,8.724524,1
fixed_t1,7877,5.850712,1
fixed_t1,7878,9.459458,1
fixed_t1,7879,3.934668,1
fixed_t1,7880,6.033134,1
fixed_t1,7881,6.159840,1
fixed_t1,7882,9.128285,1
fixed_t1,7883,7.418451,1
fixed_t1,7884,9.698870,1
fixed_t1,7885,3.645073,1
fixed_t1,7886,6.306785,1
fixed_t1,7887,19.823212,1
fixed_t1,7888,9.570678,1
fixed_t1,7889,13.309481,1
fixed_t1,7890,12.015192,1
fixed_t1,7891,10.350701,1
fixed_t1,7892,8.080553,1
fixed_t1,7893,9.646464,1
fixed_t1,7894,8.739758,1
fixed_t1,7895,4.810854,1
fixed_t1,7896,8.020165,1
fixed_t1,7897,7.332438,1
fixed_t1,7898,8.626783,1
fixed_t1,7899,6.825677,1
fixed_t1,7900,6.910062,1
fixed_t1,7901,6.848113,1
fixed_t1,7902,10.229972,1
fixed_t1,7903,6.186096,1
fixed_t1,7904,8.688757,1
fixed_t1,7905,9.040976,1
fixed_t1,7906,7.548051,1
fixed_t1,7907,13.975911,1
fixed_t1,7908,11.501853,1
fixed_t1,7909,7.732123,1
fixed_t1,7910,14.255284,1
fixed_t1,7911,8.279185,1
fixed_t1,7912,5.594187,1
fixed_t1,7913,13.094014,1
fixed_t1,7914,4.937853,1
fixed_t1,7915,7.539353,1
fixed_t1,7916,8.585646,1
fixed_t1,7917,9.886005,1
fixed_t1,7918,10.567026,1
fixed_t1,7919,5.164454,1
fixed_t1,7920,7.887070,1
fixed_t1,7921,6.851831,1
fixed_t1,7922,7.388655,1
fixed_t1,7923,16.498098,1
fixed_t1,7924,15.033588,1
fixed_t1,7925,5.858320,1
fixed_t1,7926,7.601402,1
fixed_t1,7927,14.560277,1
fixed_t1,7928,8.269565,1
fixed_t1,7929,11.173914,1
fixed_t1,7930,7.117933,1
fixed_t1,7931,11.474434,1
fixed_t1,7932,4.426440,1
fixed_t1,7933,7.966995,1
fixed_t1,7934,12.361707,1
fixed_t1,7935,5.571407,1
fixed_t1,7936,20.700532,1
fixed_t1,7937,6.565756,1
fixed_t1,7938,10.689539,1
fixed_t1,7939,5.571256,1
fixed_t1,7940,14.087369,1
fixed_t1,7941,11.677788,1
fixed_t1,7942,7.451653,1
fixed_t1,7943,13.970495,1
fixed_t1,7944,6.893137,1
fixed_t1,7945,10.769016,1
fixed_t1,7946,7.403038,1
fixed_t1,7947,8.636798,1
fixed_t1,7948,9.118718,1
fixed_t1,7949,8.267772,1
fixed_t1,7950,9.440964,1
fixed_t1,7951,9.326773,1
fixed_t1,7952,7.287342,1
fixed_t1,7953,11.740344,1
fixed_t1,7954,9.976058,1
fixed_t1,7955,10.297918,1
fixed_t1,7956,4.583840,1
fixed_t1,7957,11.729487,1
fixed_t1,7958,5.624993,1
fixed_t1,7959,13.329102,1
fixed_t1,7960,10.294933,1
fixed_t1,7961,3.721898,1
fixed_t1,7962,7.356557,1
fixed_t1,7963,9.247366,1
fixed_t1,7964,9.966739,1
fixed_t1,7965,22.233254,1
fixed_t1,7966,7.877185,1
fixed_t1,7967,8.193862,1
fixed_t1,7968,6.392434,1
fixed_t1,7969,10.451950,1
fixed_t1,7970,11.343351,1
fixed_t1,7971,4.768089,1
fixed_t1,7972,7.474435,1
fixed_t1,7973,4.968041,1
fixed_t1,7974,9.394150,1
fixed_t1,7975,10.079375,1
fixed_t1,7976,13.284474,1
fixed_t1,7977,9.230923,1
fixed_t1,7978,8.119930,1
fixed_t1,7979,22.194010,1
fixed_t1,7980,7.849274,1
fixed_t1,7981,14.140958,1
fixed_t1,7982,13.880908,1
fixed_t1,7983,12.906762,1
fixed_t1,7984,9.044936,1
fixed_t1,7985,5.619673,1
fixed_t1,7986,7.594801,1
fixed_t1,7987,7.454896,1
fixed_t1,7988,9.544769,1
fixed_t1,7989,5.737491,1
fixed_t1,7990,13.734119,1
fixed_t1,7991,8.824497,1
fixed_t1,7992,7.900320,1
fixed_t1,7993,6.839725,1
fixed_t1,7994,13.802700,1
fixed_t1,7995,4.463672,1
fixed_t1,7996,10.129077,1
fixed_t1,7997,7.919080,1
fixed_t1,7998,9.668977,1
fixed_t1,7999,7.937442,1
fixed_t1,8000,12.674443,1
fixed_t1,8001,6.683747,1
fixed_t1,8002,11.752514,1
fixed_t1,8003,12.227577,1
fixed_t1,8004,8.030151,1
fixed_t1,8005,17.493393,1
fixed_t1,8006,9.672067,1
fixed_t1,8007,10.081768,1
fixed_t1,8008,8.825655,1
fixed_t1,8009,11.265967,1
fixed_t1,8010,10.526121,1
fixed_t1,8011,7.302076,1
fixed_t1,8012,13.373280,1
fixed_t1,8013,5.973120,1
fixed_t1,8014,6.270903,1
fixed_t1,8015,6.810817,1
fixed_t1,8016,6.231936,1
fixed_t1,8017,5.882214,1
fixed_t1,8018,9.976457,1
fixed_t1,8019,6.435363,1
fixed_t1,8020,6.330598,1
fixed_t1,8021,3.124959,1
fixed_t1,8022,10.260338,1
fixed_t1,8023,12.482219,1
fixed_t1,8024,11.086551,1
fixed_t1,8025,9.933318,1
fixed_t1,8026,18.148378,1
fixed_t1,8027,3.968419,1
fixed_t1,8028,12.356876,1
fixed_t1,8029,14.828976,1
fixed_t1,8030,10.680976,1
fixed_t1,8031,9.498576,1
fixed_t1,8032,9.679944,1
fixed_t1,8033,5.554510,1
fixed_t1,8034,7.458562,1
fixed_t1,8035,9.787429,1
fixed_t1,8036,4.864735,1
fixed_t1,8037,6.762969,1
fixed_t1,8038,5.629059,1
fixed_t1,8039,8.430988,1
fixed_t1,8040,5.209141,1
fixed_t1,8041,16.561861,1
fixed_t1,8042,9.752436,1
fixed_t1,8043,4.409334,1
fixed_t1,8044,10.185386,1
fixed_t1,8045,10.739695,1
fixed_t1,8046,8.943817,1
fixed_t1,8047,4.295603,1
fixed_t1,8048,9.073335,1
fixed_t1,8049,21.819068,1
fixed_t1,8050,6.071912,1
fixed_t1,8051,5.713064,1
fixed_t1,8052,9.759904,1
fixed_t1,8053,8.542817,1
fixed_t1,8054,4.595401,1
fixed_t1,8055,7.015031,1
fixed_t1,8056,13.831593,1
fixed_t1,8057,7.746258,1
fixed_t1,8058,8.957303,1
fixed_t1,8059,3.465583,1
fixed_t1,8060,17.417793,1
fixed_t1,8061,7.171844,1
fixed_t1,8062,5.763795,1
fixed_t1,8063,11.762990,1
fixed_t1,8064,13.866419,1
fixed_t1,8065,9.638686,1
fixed_t1,8066,8.720227,1
fixed_t1,8067,16.039849,1
fixed_t1,8068,6.222750,1
fixed_t1,8069,6.130689,1
fixed_t1,8070,8.418428,1
fixed_t1,8071,7.111870,1
fixed_t1,8072,21.790354,1
fixed_t1,8073,10.966650,1
fixed_t1,8074,7.410954,1
fixed_t1,8075,13.109885,1
fixed_t1,8076,8.347263,1
fixed_t1,8077,7.842554,1
fixed_t1,8078,5.312256,1
fixed_t1,8079,4.881942,1
fixed_t1,8080,3.965041,1
fixed_t1,8081,9.051118,1
fixed_t1,8082,5.754703,1
fixed_t1,8083,12.576202,1
fixed_t1,8084,8.849326,1
fixed_t1,8085,9.016313,1
fixed_t1,8086,6.325094,1
fixed_t1,8087,4.473492,1
fixed_t1,8088,13.222201,1
fixed_t1,8089,9.558225,1
fixed_t1,8090,12.159410,1
fixed_t1,8091,8.530182,1
fixed_t1,8092,13.623417,1
fixed_t1,8093,5.354438,1
fixed_t1,8094,7.908527,1
fixed_t1,8095,12.894820,1
fixed_t1,8096,6.858780,1
